Designator,Footprint,Quantity,Value,LCSC Part #
J1,7pin_fpc_contact_0.3mmptich,1,FPC contacts 0.3mm,
J2,fpc_7pin_0.3mm_connector Aces,1,FPC 0.3mm Aces 51688-0070M,
